"No.","Time","Source","Destination","Protocol","Length","DateTime"
"14244","1540521248.723598","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 02:34:08.723598"
"14255","1540521278.807704","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 02:34:38.807704"
"14257","1540521308.887817","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 02:35:08.887817"
"14267","1540521338.967941","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 02:35:38.967941"
"14271","1540521368.876388","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 02:36:08.876388"
"14280","1540521398.968244","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 02:36:38.968244"
"14284","1540521418.497635","216.239.35.4","192.168.1.132","NTP","90","2018-10-26 02:36:58.497635"
"14294","1540521429.048110","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 02:37:09.048110"
"14296","1540521459.128205","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 02:37:39.128205"
"14306","1540521489.012401","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 02:38:09.012401"
"14309","1540521519.127933","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 02:38:39.127933"
"14319","1540521549.207754","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 02:39:09.207754"
"14323","1540521579.287828","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 02:39:39.287828"
"14333","1540521608.147851","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 02:40:08.147851"
"14344","1540521638.167968","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 02:40:38.167968"
"14348","1540521668.247543","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 02:41:08.247543"
"14358","1540521698.328124","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 02:41:38.328124"
"14362","1540521728.280779","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 02:42:08.280779"
"14373","1540521758.327634","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 02:42:38.327634"
"14383","1540521788.407719","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 02:43:08.407719"
"14387","1540521818.487555","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 02:43:38.487555"
"14397","1540521848.414731","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 02:44:08.414731"
"14402","1540521878.487573","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 02:44:38.487573"
"14410","1540521908.567665","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 02:45:08.567665"
"14414","1540521938.647754","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 02:45:38.647754"
"14424","1540521968.550949","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 02:46:08.550949"
"14433","1540521998.648029","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 02:46:38.648029"
"14437","1540522009.867884","216.239.35.12","192.168.1.132","NTP","90","2018-10-26 02:46:49.867884"
"14441","1540522028.755357","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 02:47:08.755357"
"14443","1540522040.122626","192.168.1.1","192.168.1.132","DNS","339","2018-10-26 02:47:20.122626"
"14445","1540522040.128870","2.16.60.139","192.168.1.132","TCP","66","2018-10-26 02:47:20.128870"
"14450","1540522040.134615","2.16.60.139","192.168.1.132","TCP","60","2018-10-26 02:47:20.134615"
"14461","1540522058.807716","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 02:47:38.807716"
"14463","1540522088.687926","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 02:48:08.687926"
"14474","1540522118.807498","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 02:48:38.807498"
"14476","1540522148.887594","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 02:49:08.887594"
"14486","1540522178.967691","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 02:49:38.967691"
"14496","1540522208.841907","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 02:50:08.841907"
"14499","1540522238.967728","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 02:50:38.967728"
"14509","1540522269.047578","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 02:51:09.047578"
"14513","1540522299.127679","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 02:51:39.127679"
"14523","1540522328.977910","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 02:52:08.977910"
"14532","1540522359.047514","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 02:52:39.047514"
"14536","1540522389.127617","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 02:53:09.127617"
"14546","1540522419.207968","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 02:53:39.207968"
"14550","1540522448.112750","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 02:54:08.112750"
"14559","1540522478.167859","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 02:54:38.167859"
"14563","1540522508.247705","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 02:55:08.247705"
"14573","1540522538.327807","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 02:55:38.327807"
"14583","1540522568.248749","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 02:56:08.248749"
"14586","1540522598.327604","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 02:56:38.327604"
"14596","1540522628.407708","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 02:57:08.407708"
"14600","1540522658.487561","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 02:57:38.487561"
"14610","1540522688.385519","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 02:58:08.385519"
"14613","1540522718.487610","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 02:58:38.487610"
"14623","1540522748.567465","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 02:59:08.567465"
"14633","1540522778.647839","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 02:59:38.647839"
"14637","1540522808.523294","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 03:00:08.523294"
"14648","1540522838.647874","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 03:00:38.647874"
"14652","1540522868.727728","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 03:01:08.727728"
"14662","1540522898.807584","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 03:01:38.807584"
"14666","1540522924.847743","192.168.1.1","192.168.1.132","DNS","221","2018-10-26 03:02:04.847743"
"14668","1540522924.857486","192.168.1.1","192.168.1.132","DNS","484","2018-10-26 03:02:04.857486"
"14682","1540522924.948432","192.168.1.1","192.168.1.132","DNS","142","2018-10-26 03:02:04.948432"
"14684","1540522924.949432","192.168.1.1","192.168.1.132","DNS","174","2018-10-26 03:02:04.949432"
"14705","1540522928.661068","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 03:02:08.661068"
"14710","1540522940.186770","192.168.1.1","192.168.1.132","DNS","339","2018-10-26 03:02:20.186770"
"14712","1540522940.192744","2.16.60.82","192.168.1.132","TCP","66","2018-10-26 03:02:20.192744"
"14717","1540522940.198739","2.16.60.82","192.168.1.132","TCP","60","2018-10-26 03:02:20.198739"
"14720","1540522958.727929","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 03:02:38.727929"
"14728","1540522988.807784","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 03:03:08.807784"
"14732","1540523018.887889","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 03:03:38.887889"
"14742","1540523048.813833","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 03:04:08.813833"
"14745","1540523078.887692","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 03:04:38.887692"
"14755","1540523108.967797","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 03:05:08.967797"
"14765","1540523139.048154","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 03:05:39.048154"
"14769","1540523168.949362","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 03:06:08.949362"
"14778","1540523198.967755","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 03:06:38.967755"
"14782","1540523229.047859","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 03:07:09.047859"
"14792","1540523259.127716","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 03:07:39.127716"
"14796","1540523288.084714","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 03:08:08.084714"
"14805","1540523318.179068","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 03:08:38.179068"
"14815","1540523348.247675","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 03:09:08.247675"
"14819","1540523378.328031","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 03:09:38.328031"
"14829","1540523408.260972","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 03:10:08.260972"
"14830","1540523410.093447","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 03:10:10.093447"
"14835","1540523440.107821","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 03:10:40.107821"
"14845","1540523470.167943","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 03:11:10.167943"
"14849","1540523500.247793","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 03:11:40.247793"
"14859","1540523528.357754","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 03:12:08.357754"
"14860","1540523528.380993","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 03:12:08.380993"
"14871","1540523558.488067","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 03:12:38.488067"
"14875","1540523588.567908","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 03:13:08.567908"
"14885","1540523618.648250","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 03:13:38.648250"
"14889","1540523648.493727","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 03:14:08.493727"
"14900","1540523678.567824","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 03:14:38.567824"
"14904","1540523708.647919","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 03:15:08.647919"
"14914","1540523738.727764","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 03:15:38.727764"
"14924","1540523768.628714","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 03:16:08.628714"
"14929","1540523798.648095","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 03:16:38.648095"
"14939","1540523828.727942","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 03:17:08.727942"
"14943","1540523840.251120","192.168.1.1","192.168.1.132","DNS","339","2018-10-26 03:17:20.251120"
"14945","1540523840.257365","2.16.60.82","192.168.1.132","TCP","66","2018-10-26 03:17:20.257365"
"14950","1540523840.263360","2.16.60.82","192.168.1.132","TCP","60","2018-10-26 03:17:20.263360"
"14955","1540523858.807787","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 03:17:38.807787"
"14963","1540523888.764953","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 03:18:08.764953"
"14974","1540523918.807821","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 03:18:38.807821"
"14978","1540523948.887669","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 03:19:08.887669"
"14988","1540523978.967768","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 03:19:38.967768"
"14992","1540524008.919939","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 03:20:08.919939"
"15003","1540524038.967807","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 03:20:38.967807"
"15007","1540524069.047906","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 03:21:09.047906"
"15017","1540524099.128007","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 03:21:39.128007"
"15027","1540524128.055763","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 03:22:08.055763"
"15032","1540524158.168100","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 03:22:38.168100"
"15042","1540524188.247948","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 03:23:08.247948"
"15046","1540524218.327799","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 03:23:38.327799"
"15056","1540524248.233752","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 03:24:08.233752"
"15057","1540524248.241996","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 03:24:08.241996"
"15062","1540524278.327845","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 03:24:38.327845"
"15070","1540524308.407698","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 03:25:08.407698"
"15080","1540524338.487799","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 03:25:38.487799"
"15084","1540524368.331037","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 03:26:08.331037"
"15085","1540524368.331042","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 03:26:08.331042"
"15095","1540524398.407890","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 03:26:38.407890"
"15099","1540524428.487741","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 03:27:08.487741"
"15109","1540524458.567843","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 03:27:38.567843"
"15113","1540524488.467548","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 03:28:08.467548"
"15122","1540524518.487935","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 03:28:38.487935"
"15132","1540524548.567788","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 03:29:08.567788"
"15136","1540524578.647891","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 03:29:38.647891"
"15146","1540524608.603565","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 03:30:08.603565"
"15151","1540524638.647939","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 03:30:38.647939"
"15161","1540524668.727793","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 03:31:08.727793"
"15165","1540524698.807897","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 03:31:38.807897"
"15175","1540524728.741337","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 03:32:08.741337"
"15180","1540524740.365978","192.168.1.1","192.168.1.132","DNS","323","2018-10-26 03:32:20.365978"
"15182","1540524740.372204","2.16.60.139","192.168.1.132","TCP","66","2018-10-26 03:32:20.372204"
"15185","1540524740.377950","2.16.60.139","192.168.1.132","TCP","60","2018-10-26 03:32:20.377950"
"15186","1540524740.377954","2.16.60.139","192.168.1.132","TCP","60","2018-10-26 03:32:20.377954"
"15195","1540524758.808213","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 03:32:38.808213"
"15199","1540524788.888050","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 03:33:08.888050"
"15209","1540524818.968154","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 03:33:38.968154"
"15213","1540524848.894597","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 03:34:08.894597"
"15224","1540524878.974448","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 03:34:38.974448"
"15234","1540524909.048054","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 03:35:09.048054"
"15238","1540524939.128157","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 03:35:39.128157"
"15248","1540524968.028933","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 03:36:08.028933"
"15251","1540524998.088050","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 03:36:38.088050"
"15261","1540525028.167910","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 03:37:08.167910"
"15265","1540525058.248258","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 03:37:38.248258"
"15275","1540525088.165460","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 03:38:08.165460"
"15286","1540525118.248308","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 03:38:38.248308"
"15290","1540525148.327912","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 03:39:08.327912"
"15300","1540525178.408019","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 03:39:38.408019"
"15304","1540525208.300979","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 03:40:08.300979"
"15315","1540525238.328114","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 03:40:38.328114"
"15319","1540525268.407969","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 03:41:08.407969"
"15329","1540525298.488075","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 03:41:38.488075"
"15339","1540525328.436253","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 03:42:08.436253"
"15344","1540525358.487871","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 03:42:38.487871"
"15354","1540525380.983299","216.239.35.8","192.168.1.132","NTP","90","2018-10-26 03:43:00.983299"
"15358","1540525388.567975","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 03:43:08.567975"
"15360","1540525418.668322","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 03:43:38.668322"
"15370","1540525447.157330","216.239.35.0","192.168.1.132","NTP","90","2018-10-26 03:44:07.157330"
"15372","1540525448.569274","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 03:44:08.569274"
"15383","1540525478.648128","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 03:44:38.648128"
"15387","1540525508.727983","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 03:45:08.727983"
"15397","1540525538.808087","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 03:45:38.808087"
"15401","1540525568.707797","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 03:46:08.707797"
"15412","1540525598.807893","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 03:46:38.807893"
"15416","1540525628.888001","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 03:47:08.888001"
"15426","1540525640.447666","192.168.1.1","192.168.1.132","DNS","339","2018-10-26 03:47:20.447666"
"15428","1540525640.453908","2.16.60.82","192.168.1.132","TCP","66","2018-10-26 03:47:20.453908"
"15433","1540525640.459654","2.16.60.82","192.168.1.132","TCP","60","2018-10-26 03:47:20.459654"
"15438","1540525658.969361","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 03:47:38.969361"
"15440","1540525669.372191","216.239.35.4","192.168.1.132","NTP","90","2018-10-26 03:47:49.372191"
"15450","1540525688.902550","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 03:48:08.902550"
"15451","1540525688.905796","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 03:48:08.905796"
